open_time,open,high,low,close,volume
2025-05-07 15:00:00,3.325850,3.336260,3.305330,3.317730,950582.8
2025-05-07 16:00:00,3.317630,3.321070,3.250950,3.265320,1494619.1
2025-05-07 17:00:00,3.265540,3.279070,3.239290,3.262820,1279511.8
2025-05-07 18:00:00,3.262580,3.330000,3.233090,3.275840,2541641.9
2025-05-07 19:00:00,3.275890,3.282650,3.235400,3.260170,1153589.7
2025-05-07 20:00:00,3.260170,3.284990,3.244920,3.284770,892882.7
2025-05-07 21:00:00,3.284770,3.347920,3.273940,3.333760,1506516.1
2025-05-07 22:00:00,3.333830,3.367080,3.327890,3.341520,771290.3
2025-05-07 23:00:00,3.341510,3.359630,3.322990,3.329060,807824.3
2025-05-08 00:00:00,3.328930,3.394780,3.313720,3.381610,1065178.8
2025-05-08 01:00:00,3.381360,3.438500,3.365080,3.420750,2130160.5
2025-05-08 02:00:00,3.421200,3.567660,3.408700,3.531740,3382324.1
2025-05-08 03:00:00,3.531420,3.618230,3.517480,3.598340,2561379.4
2025-05-08 04:00:00,3.598540,3.646850,3.582370,3.593400,1837201.9
2025-05-08 05:00:00,3.594020,3.618200,3.570640,3.577100,1854323.6
2025-05-08 06:00:00,3.576750,3.634440,3.573970,3.631700,997842.7
2025-05-08 07:00:00,3.631380,3.671010,3.619090,3.637510,1686263.3
2025-05-08 08:00:00,3.637870,3.710100,3.635080,3.676790,1827604.5
2025-05-08 09:00:00,3.676780,3.724800,3.663320,3.715300,2425521.4
2025-05-08 10:00:00,3.715250,3.800000,3.698750,3.786500,3070901.9
2025-05-08 11:00:00,3.786590,3.788200,3.729730,3.759010,2237917.2
2025-05-08 12:00:00,3.759540,3.823600,3.752550,3.785940,2373797.4
2025-05-08 13:00:00,3.785910,3.814990,3.766710,3.781740,1851848.9
2025-05-08 14:00:00,3.782030,3.820060,3.752850,3.754290,2540366.1
2025-05-08 15:00:00,3.754820,3.931250,3.744370,3.888770,6461372.6
