fundingTime,fundingRate
2025-05-30 12:00:00.006000,0.00005000
2025-05-30 16:00:00,0.00005161
2025-05-30 20:00:00.005000,0.00005000
2025-05-31 00:00:00,0.00005000
2025-05-31 04:00:00.004000,0.00005000
2025-05-31 08:00:00,0.00005000
2025-05-31 12:00:00,0.00005000
2025-05-31 16:00:00,-0.00065132
2025-05-31 20:00:00.004000,0.00005000
2025-06-01 00:00:00.001000,0.00005000
2025-06-01 04:00:00.001000,0.00005000
2025-06-01 08:00:00.002000,0.00005000
2025-06-01 12:00:00.008000,0.00005000
2025-06-01 16:00:00,0.00005000
2025-06-01 20:00:00.003000,0.00005000
2025-06-02 00:00:00.001000,0.00005000
2025-06-02 04:00:00.004000,0.00005000
2025-06-02 08:00:00,0.00013627
2025-06-02 12:00:00.002000,0.00022448
2025-06-02 16:00:00,0.00023598
2025-06-02 20:00:00.002000,0.00012619
2025-06-03 00:00:00,0.00005000
2025-06-03 04:00:00.001000,0.00005000
2025-06-03 08:00:00,0.00005000
2025-06-03 12:00:00,0.00005000
2025-06-03 16:00:00.001000,0.00005000
2025-06-03 20:00:00,0.00013152
2025-06-04 00:00:00,0.00005000
2025-06-04 04:00:00.001000,0.00005000
2025-06-04 08:00:00,0.00005000
2025-06-04 12:00:00,0.00005000
2025-06-04 16:00:00,0.00005000
2025-06-04 20:00:00.001000,0.00016037
2025-06-05 00:00:00.016000,0.00022471
2025-06-05 04:00:00.001000,0.00020481
2025-06-05 08:00:00,0.00005000
2025-06-05 12:00:00.003000,0.00005000
2025-06-05 16:00:00,0.00005000
2025-06-05 20:00:00.002000,0.00039530
2025-06-06 00:00:00.002000,0.00010996
2025-06-06 04:00:00,0.00032582
2025-06-06 08:00:00,0.00005000
2025-06-06 12:00:00.002000,0.00005000
2025-06-06 16:00:00.006000,0.00005000
2025-06-06 20:00:00,0.00005000
2025-06-07 00:00:00,0.00005000
2025-06-07 04:00:00,0.00005000
2025-06-07 08:00:00,0.00005000
2025-06-07 12:00:00,0.00005000
2025-06-07 16:00:00.002000,0.00005000
2025-06-07 20:00:00.002000,0.00005000
2025-06-08 00:00:00,0.00005000
2025-06-08 04:00:00,0.00005000
2025-06-08 08:00:00,0.00005000
2025-06-08 12:00:00.020000,0.00005000
2025-06-08 16:00:00,0.00005000
2025-06-08 20:00:00.001000,0.00018237
2025-06-09 00:00:00,0.00007566
2025-06-09 04:00:00.003000,0.00005000
2025-06-09 08:00:00.001000,0.00005000
2025-06-09 12:00:00,0.00005000
2025-06-09 16:00:00.001000,0.00005000
2025-06-09 20:00:00.012000,0.00005000
2025-06-10 00:00:00,0.00005000
2025-06-10 04:00:00,0.00005000
2025-06-10 08:00:00.001000,0.00005000
2025-06-10 12:00:00.005000,0.00041803
2025-06-10 16:00:00.003000,0.00020867
2025-06-10 20:00:00.010000,0.00005000
2025-06-11 00:00:00,0.00026002
2025-06-11 04:00:00.006000,0.00009295
2025-06-11 08:00:00,0.00005000
2025-06-11 12:00:00.007000,0.00013157
2025-06-11 16:00:00.010000,0.00009864
2025-06-11 20:00:00.012000,0.00014752
2025-06-12 00:00:00.002000,0.00019844
2025-06-12 04:00:00,0.00021708
2025-06-12 08:00:00.003000,0.00005000
2025-06-12 12:00:00.001000,0.00005000
2025-06-12 16:00:00.001000,0.00005000
2025-06-12 20:00:00.003000,0.00005000
2025-06-13 00:00:00,0.00005000
2025-06-13 04:00:00.002000,0.00005000
2025-06-13 08:00:00.001000,0.00016250
2025-06-13 12:00:00,0.00005000
2025-06-13 16:00:00.004000,0.00029614
2025-06-13 20:00:00.001000,0.00030213
2025-06-14 00:00:00,0.00018955
2025-06-14 04:00:00,0.00016395
2025-06-14 08:00:00,0.00010178
2025-06-14 12:00:00.007000,0.00014203
2025-06-14 16:00:00,0.00005941
2025-06-14 20:00:00.005000,0.00025338
2025-06-15 00:00:00.005000,0.00005000
2025-06-15 04:00:00.004000,0.00005000
2025-06-15 08:00:00.009000,0.00012570
2025-06-15 12:00:00,0.00009860
2025-06-15 16:00:00,0.00012403
2025-06-15 20:00:00,0.00005000
2025-06-16 00:00:00,0.00013541
2025-06-16 04:00:00.009000,0.00027891
2025-06-16 08:00:00,0.00012663
2025-06-16 12:00:00,0.00013525
2025-06-16 16:00:00.003000,0.00009870
2025-06-16 20:00:00,0.00037631
2025-06-17 00:00:00,0.00044987
2025-06-17 04:00:00,0.00005000
2025-06-17 08:00:00.006000,0.00010783
2025-06-17 12:00:00.001000,0.00015881
2025-06-17 16:00:00.001000,0.00005000
2025-06-17 20:00:00,0.00005000
2025-06-18 00:00:00.001000,0.00005000
2025-06-18 04:00:00.001000,0.00005000
