open_time,open,high,low,close,volume
2025-05-30 10:00:00,33.38700,33.86300,33.23200,33.42100,139406.09
2025-05-30 11:00:00,33.42700,33.49200,32.58400,32.98700,192499.31
2025-05-30 12:00:00,32.98800,33.57300,32.63400,33.37900,316007.87
2025-05-30 13:00:00,33.38000,33.67300,32.36500,32.37800,257858.77
2025-05-30 14:00:00,32.37800,32.60900,31.36900,31.78900,327790.06
2025-05-30 15:00:00,31.78800,32.78500,31.69500,32.51400,312790.55
2025-05-30 16:00:00,32.51800,32.84000,31.71300,32.40000,471241.93
2025-05-30 17:00:00,32.40800,33.21300,32.24800,33.09900,329543.46
2025-05-30 18:00:00,33.09800,34.21200,33.05700,34.20100,367784.58
2025-05-30 19:00:00,34.20200,34.34800,33.36300,33.38600,337166.67
2025-05-30 20:00:00,33.38600,33.81700,33.11500,33.13000,226862.05
2025-05-30 21:00:00,33.13000,33.78200,33.01800,33.53800,157924.23
2025-05-30 22:00:00,33.54200,33.66100,32.12700,32.28900,218774.03
2025-05-30 23:00:00,32.29300,32.84000,31.99800,32.81600,210576.97
2025-05-31 00:00:00,32.83000,33.66300,32.76400,32.98000,384810.57
2025-05-31 01:00:00,32.99100,33.08000,32.10200,32.10200,329275.54
2025-05-31 02:00:00,32.10500,32.20000,30.93100,31.02000,381653.71
2025-05-31 03:00:00,31.02300,31.77700,30.88500,31.67000,276989.20
2025-05-31 04:00:00,31.67000,32.21700,31.10100,31.89600,227052.17
2025-05-31 05:00:00,31.89100,32.10000,31.37600,31.38900,210270.99
2025-05-31 06:00:00,31.39000,32.01900,31.35700,31.93900,149286.42
2025-05-31 07:00:00,31.93800,31.99400,31.01500,31.51400,239518.28
2025-05-31 08:00:00,31.51400,31.71600,31.09900,31.14500,213142.11
2025-05-31 09:00:00,31.14000,31.52100,30.93100,31.04000,173336.14
2025-05-31 10:00:00,31.04600,31.32400,30.72400,31.31700,165431.91
2025-05-31 11:00:00,31.32100,31.65600,31.18100,31.38200,134912.36
2025-05-31 12:00:00,31.38200,32.41200,31.36200,32.38600,265313.33
2025-05-31 13:00:00,32.38500,32.90500,32.33400,32.69800,317740.22
2025-05-31 14:00:00,32.69700,32.97700,32.23900,32.83800,301034.18
2025-05-31 15:00:00,32.83700,33.24100,32.47300,32.66300,423256.50
2025-05-31 16:00:00,32.66200,33.17000,32.54100,32.91600,219456.82
2025-05-31 17:00:00,32.91600,32.93100,32.42100,32.50700,155846.49
2025-05-31 18:00:00,32.51100,32.90700,32.40100,32.90300,102519.36
2025-05-31 19:00:00,32.90400,33.13100,32.74400,32.91300,123245.64
2025-05-31 20:00:00,32.91000,33.00500,32.71100,32.78000,65760.87
2025-05-31 21:00:00,32.77700,33.39100,32.77000,33.26300,161406.02
2025-05-31 22:00:00,33.26400,33.41100,33.00300,33.02600,83608.70
2025-05-31 23:00:00,33.02300,33.16900,32.65300,32.67100,107938.05
2025-06-01 00:00:00,32.67100,32.91000,32.52200,32.64600,108105.40
2025-06-01 01:00:00,32.64100,32.85900,32.28100,32.41700,104979.70
2025-06-01 02:00:00,32.41700,32.66700,32.15700,32.59200,89243.78
2025-06-01 03:00:00,32.59200,32.70900,32.17800,32.57800,109792.65
2025-06-01 04:00:00,32.57700,33.08800,32.38300,33.02000,115904.67
2025-06-01 05:00:00,33.02700,33.40000,32.86500,33.09000,163063.64
2025-06-01 06:00:00,33.08900,33.24500,32.50600,32.56300,143637.41
2025-06-01 07:00:00,32.56700,32.62900,32.24400,32.48700,102470.83
2025-06-01 08:00:00,32.48700,32.51700,32.12900,32.42600,99680.58
2025-06-01 09:00:00,32.42500,32.50600,31.80300,32.00700,190316.00
2025-06-01 10:00:00,32.00900,32.10900,31.63200,31.79000,158212.41
2025-06-01 11:00:00,31.78200,32.15100,31.63100,31.84500,146425.28
2025-06-01 12:00:00,31.84300,31.98600,31.50500,31.75600,131736.94
2025-06-01 13:00:00,31.75400,32.14800,31.67100,31.88500,121232.07
2025-06-01 14:00:00,31.89000,32.36900,31.89000,32.03100,177404.47
2025-06-01 15:00:00,32.03100,32.46200,31.84300,32.44500,130746.90
2025-06-01 16:00:00,32.44300,33.31300,32.35100,32.94400,244199.02
2025-06-01 17:00:00,32.94600,33.15000,32.75500,33.11400,95212.63
2025-06-01 18:00:00,33.11200,33.22000,32.55000,32.92200,133197.85
2025-06-01 19:00:00,32.92200,33.35900,32.72300,33.34600,85926.06
2025-06-01 20:00:00,33.34700,33.85100,33.20000,33.41000,162017.92
2025-06-01 21:00:00,33.41700,34.11900,33.31700,34.06200,160370.73
2025-06-01 22:00:00,34.06100,34.15800,33.66300,33.92300,138513.65
2025-06-01 23:00:00,33.91900,34.27900,33.86600,34.15200,93640.86
2025-06-02 00:00:00,34.15600,34.34700,33.73000,33.79800,158366.65
2025-06-02 01:00:00,33.80200,33.99900,33.65400,33.69800,74086.08
2025-06-02 02:00:00,33.69800,33.75000,33.41600,33.47000,105867.75
2025-06-02 03:00:00,33.47100,33.73900,33.23100,33.49500,104076.27
2025-06-02 04:00:00,33.49300,33.60400,33.24800,33.30000,63227.47
2025-06-02 05:00:00,33.30000,33.38500,32.61000,32.92200,183502.47
2025-06-02 06:00:00,32.92000,33.41600,32.74300,33.27400,100987.35
2025-06-02 07:00:00,33.27300,33.77900,33.24400,33.62200,162205.86
2025-06-02 08:00:00,33.62200,34.13000,33.23500,33.27000,255772.38
2025-06-02 09:00:00,33.27600,33.28600,32.68700,32.79400,249049.30
2025-06-02 10:00:00,32.79500,33.04000,32.58800,32.63700,118690.87
2025-06-02 11:00:00,32.63800,32.84400,32.48300,32.66400,101900.85
2025-06-02 12:00:00,32.66100,33.09600,32.56500,33.02700,133242.79
2025-06-02 13:00:00,33.02700,33.35900,32.41700,32.62200,236833.39
2025-06-02 14:00:00,32.61800,33.49900,32.47000,33.20100,243703.65
2025-06-02 15:00:00,33.19600,33.64400,32.95900,33.62300,155655.73
2025-06-02 16:00:00,33.62700,33.71900,33.22200,33.40700,129846.97
2025-06-02 17:00:00,33.40000,33.93300,33.32700,33.92500,123581.05
2025-06-02 18:00:00,33.92400,34.86300,33.90500,34.46800,380857.01
2025-06-02 19:00:00,34.47400,35.59600,34.25700,35.44700,382856.85
2025-06-02 20:00:00,35.44700,36.02100,35.32900,35.88400,384246.77
2025-06-02 21:00:00,35.88300,36.07000,35.32800,35.89500,199190.74
2025-06-02 22:00:00,35.89300,36.37400,35.81800,35.92100,247721.25
2025-06-02 23:00:00,35.92100,36.66000,35.83800,36.47400,158541.99
2025-06-03 00:00:00,36.47700,36.96900,36.24600,36.45900,281303.66
2025-06-03 01:00:00,36.45900,36.69100,36.14600,36.17700,177175.82
2025-06-03 02:00:00,36.18000,36.34600,35.82700,36.05400,262127.29
2025-06-03 03:00:00,36.05300,36.16200,35.68400,35.83700,156176.94
2025-06-03 04:00:00,35.83600,36.00700,35.65800,35.69700,121174.34
2025-06-03 05:00:00,35.69300,36.27700,35.69300,36.23500,130885.82
2025-06-03 06:00:00,36.23700,36.38000,35.91400,36.25700,115473.39
2025-06-03 07:00:00,36.25700,36.29700,35.91400,36.14700,107805.10
2025-06-03 08:00:00,36.14500,36.43400,35.76300,36.41700,141593.74
2025-06-03 09:00:00,36.41700,36.97800,36.28900,36.74500,246763.51
2025-06-03 10:00:00,36.73700,37.74600,36.54200,37.67500,534760.20
2025-06-03 11:00:00,37.67500,37.82900,37.27000,37.51600,373395.99
2025-06-03 12:00:00,37.51600,37.88800,37.22600,37.64100,220699.90
2025-06-03 13:00:00,37.63800,37.92400,37.11600,37.91200,342034.79
2025-06-03 14:00:00,37.91000,38.23800,37.31000,38.13900,427411.23
2025-06-03 15:00:00,38.13900,38.23500,37.66900,37.84300,314415.42
2025-06-03 16:00:00,37.84300,37.94400,36.86900,36.97800,375429.96
2025-06-03 17:00:00,36.98000,37.39300,36.70800,36.81700,206869.28
2025-06-03 18:00:00,36.82000,36.94600,36.55900,36.80600,155316.82
2025-06-03 19:00:00,36.80600,37.26900,36.79800,37.00400,178625.98
2025-06-03 20:00:00,37.00100,37.04800,36.20400,36.84200,287691.36
2025-06-03 21:00:00,36.84300,36.92100,35.70600,35.82100,237017.49
2025-06-03 22:00:00,35.81900,36.89600,35.74100,36.59200,225154.95
2025-06-03 23:00:00,36.59200,36.74800,36.07200,36.09200,135478.19
2025-06-04 00:00:00,36.09300,36.45100,35.73800,36.43700,274008.35
2025-06-04 01:00:00,36.44000,37.04400,36.43300,36.93900,283667.96
2025-06-04 02:00:00,36.94200,37.02600,36.30700,36.46400,196747.76
2025-06-04 03:00:00,36.46400,36.85300,36.34100,36.58900,99025.62
2025-06-04 04:00:00,36.58500,36.71500,36.24900,36.29400,101851.09
2025-06-04 05:00:00,36.29300,36.68700,36.18500,36.56000,95597.98
2025-06-04 06:00:00,36.55900,36.85300,36.42400,36.72700,120189.75
2025-06-04 07:00:00,36.72800,36.76000,36.00000,36.18600,268253.36
2025-06-04 08:00:00,36.18600,36.58200,36.16700,36.43200,144928.14
2025-06-04 09:00:00,36.43400,36.57500,36.07200,36.53300,154261.35
2025-06-04 10:00:00,36.53300,36.81000,36.46200,36.69000,149133.90
2025-06-04 11:00:00,36.68800,37.24000,36.43000,36.60600,310562.08
2025-06-04 12:00:00,36.61200,37.02500,36.26800,36.44200,216494.69
2025-06-04 13:00:00,36.43800,36.97800,36.13100,36.24400,266423.18
2025-06-04 14:00:00,36.25000,36.86300,35.97600,36.80700,280545.67
2025-06-04 15:00:00,36.80600,37.14200,36.66800,36.85100,196795.06
2025-06-04 16:00:00,36.84400,37.07100,36.69700,37.05300,98372.46
2025-06-04 17:00:00,37.05600,37.19000,36.46200,36.71800,133072.59
2025-06-04 18:00:00,36.72700,37.05000,36.25900,36.28700,178966.78
2025-06-04 19:00:00,36.28700,36.53700,35.93000,36.03300,202864.59
2025-06-04 20:00:00,36.03200,36.21500,34.60800,34.97600,733361.17
2025-06-04 21:00:00,34.97400,35.48900,34.47900,35.41800,291672.51
2025-06-04 22:00:00,35.41800,35.68600,35.21500,35.46800,209953.57
2025-06-04 23:00:00,35.46900,35.85700,35.32600,35.63200,214473.79
2025-06-05 00:00:00,35.64000,36.42600,35.28800,36.13500,267558.33
2025-06-05 01:00:00,36.13500,36.40700,35.70500,35.92600,174294.56
2025-06-05 02:00:00,35.92700,36.04300,35.40700,35.40900,131597.36
2025-06-05 03:00:00,35.40900,35.60500,35.29200,35.45000,88007.21
2025-06-05 04:00:00,35.44900,35.75000,35.29400,35.62100,123140.43
2025-06-05 05:00:00,35.61700,35.68300,34.95900,35.05000,135583.27
2025-06-05 06:00:00,35.05300,35.13300,34.52100,34.56900,169560.22
2025-06-05 07:00:00,34.57000,35.05600,34.50000,34.76000,195261.34
2025-06-05 08:00:00,34.76100,35.28800,34.76100,35.11100,211385.19
2025-06-05 09:00:00,35.11200,35.21000,34.86500,35.02800,91907.45
2025-06-05 10:00:00,35.02500,35.11800,34.51800,34.88800,105983.64
2025-06-05 11:00:00,34.88900,35.29800,34.76800,35.24300,108192.73
2025-06-05 12:00:00,35.24200,35.70800,34.96500,35.56300,254524.59
2025-06-05 13:00:00,35.56300,35.68300,34.64700,34.71300,262685.52
2025-06-05 14:00:00,34.71300,35.09100,34.24500,34.81800,514773.55
2025-06-05 15:00:00,34.81800,35.11100,34.49800,34.96500,171967.59
2025-06-05 16:00:00,34.96500,34.97600,33.75000,33.80100,379266.71
2025-06-05 17:00:00,33.80400,34.50900,33.79300,33.98100,376948.06
2025-06-05 18:00:00,33.98600,34.37700,33.68500,34.24300,349670.66
2025-06-05 19:00:00,34.24500,34.28500,32.90700,33.51600,527349.75
2025-06-05 20:00:00,33.52200,33.72700,32.62600,32.81700,687919.34
2025-06-05 21:00:00,32.81800,34.27900,32.68800,33.98600,544207.03
2025-06-05 22:00:00,33.98600,34.69800,33.69100,34.37400,336606.98
2025-06-05 23:00:00,34.37400,34.64000,34.00000,34.02400,200157.15
2025-06-06 00:00:00,34.02500,34.23500,33.75200,34.14600,205590.04
2025-06-06 01:00:00,34.14600,34.28100,33.72200,33.74500,152429.14
2025-06-06 02:00:00,33.74800,34.09800,33.48700,34.09300,179468.37
2025-06-06 03:00:00,34.09300,34.49700,33.91700,34.48100,112306.78
2025-06-06 04:00:00,34.48800,35.02400,34.24000,34.81000,232477.40
2025-06-06 05:00:00,34.80800,34.99100,34.39100,34.96700,208898.58
2025-06-06 06:00:00,34.96600,34.99400,34.39200,34.53800,196424.73
2025-06-06 07:00:00,34.53900,34.88900,34.50700,34.63200,99036.08
2025-06-06 08:00:00,34.63300,34.94600,34.48000,34.50300,147069.44
2025-06-06 09:00:00,34.50300,34.75600,34.29100,34.63000,108685.27
2025-06-06 10:00:00,34.62900,34.91300,34.55600,34.56800,100593.33
2025-06-06 11:00:00,34.56600,34.73100,34.36200,34.43500,107668.82
2025-06-06 12:00:00,34.43900,34.63100,34.14100,34.53300,225189.97
2025-06-06 13:00:00,34.53900,35.52700,34.53000,35.13100,407133.00
2025-06-06 14:00:00,35.13100,35.61300,34.93300,35.20400,412577.69
2025-06-06 15:00:00,35.19800,35.23200,34.62600,35.00800,364880.02
2025-06-06 16:00:00,35.00800,35.02800,34.45800,34.49500,124501.86
2025-06-06 17:00:00,34.49500,34.63100,33.41500,34.26000,714435.35
2025-06-06 18:00:00,34.26000,34.74800,34.00700,34.10700,194758.35
2025-06-06 19:00:00,34.10700,34.22800,33.51300,33.79200,215659.21
2025-06-06 20:00:00,33.79200,34.11700,33.50400,33.71000,134393.74
2025-06-06 21:00:00,33.71000,33.96200,33.54500,33.82300,97804.21
2025-06-06 22:00:00,33.82300,33.84200,33.09000,33.32400,183964.58
2025-06-06 23:00:00,33.32500,33.41700,33.08100,33.33300,87860.98
2025-06-07 00:00:00,33.33400,33.81800,33.01000,33.73900,179138.74
2025-06-07 01:00:00,33.73400,33.84200,33.35500,33.50400,143310.09
2025-06-07 02:00:00,33.50400,33.64000,33.23600,33.60600,165197.77
2025-06-07 03:00:00,33.60600,34.19600,33.50900,33.98600,174113.65
2025-06-07 04:00:00,33.98600,34.22600,33.81800,34.22000,78219.55
2025-06-07 05:00:00,34.21600,34.30000,34.06200,34.14000,99021.85
2025-06-07 06:00:00,34.13800,34.24600,33.93100,34.23900,70597.79
2025-06-07 07:00:00,34.23900,34.32600,33.93300,34.02000,157224.99
2025-06-07 08:00:00,34.02200,34.04200,33.65300,33.69800,135834.11
2025-06-07 09:00:00,33.69800,33.77100,33.47400,33.62600,89954.15
2025-06-07 10:00:00,33.62600,34.01400,33.58200,33.95600,108206.43
2025-06-07 11:00:00,33.95400,34.02300,33.74300,33.85200,71807.76
2025-06-07 12:00:00,33.85300,34.35300,33.83100,34.19300,149849.31
2025-06-07 13:00:00,34.19900,34.48700,34.06400,34.32900,111514.37
2025-06-07 14:00:00,34.32900,34.87800,34.27900,34.72700,243340.68
2025-06-07 15:00:00,34.72800,34.93300,34.65000,34.68700,135044.23
2025-06-07 16:00:00,34.68800,34.93400,34.46500,34.49800,128848.09
2025-06-07 17:00:00,34.50100,34.97900,34.46700,34.59100,135938.81
2025-06-07 18:00:00,34.59800,34.73300,34.32700,34.47000,120913.23
2025-06-07 19:00:00,34.46900,34.62200,34.36900,34.38000,46975.49
2025-06-07 20:00:00,34.38000,34.59100,34.36100,34.44500,40812.24
2025-06-07 21:00:00,34.44600,34.76600,34.41500,34.60400,56857.21
2025-06-07 22:00:00,34.60300,35.16200,34.60300,35.12900,103372.21
2025-06-07 23:00:00,35.12700,35.13100,34.80900,34.92100,63565.20
2025-06-08 00:00:00,34.91700,34.99400,34.56300,34.56300,69453.23
2025-06-08 01:00:00,34.56400,34.89100,34.49100,34.68900,120590.47
2025-06-08 02:00:00,34.68900,35.00000,34.59500,34.78500,68944.21
2025-06-08 03:00:00,34.78500,35.37400,34.78100,35.21400,150778.34
2025-06-08 04:00:00,35.21400,35.37700,35.02200,35.26300,86346.51
2025-06-08 05:00:00,35.26400,35.38600,35.07200,35.08800,95255.81
2025-06-08 06:00:00,35.08800,35.25100,34.88100,34.88400,82828.67
2025-06-08 07:00:00,34.88500,35.43900,34.84100,35.39000,115656.28
2025-06-08 08:00:00,35.39000,35.52100,35.21600,35.26300,135063.24
2025-06-08 09:00:00,35.26300,35.29600,35.03100,35.05400,137135.45
2025-06-08 10:00:00,35.05600,35.45000,34.74900,35.38400,175193.65
2025-06-08 11:00:00,35.38700,35.52500,35.22200,35.48500,122247.93
2025-06-08 12:00:00,35.48500,35.58800,35.30400,35.33300,110391.46
2025-06-08 13:00:00,35.33600,35.44500,34.90900,34.95000,268625.85
2025-06-08 14:00:00,34.94800,35.21000,34.90000,35.19700,111105.47
2025-06-08 15:00:00,35.19100,35.32100,35.11100,35.21300,89826.50
2025-06-08 16:00:00,35.20800,35.89800,35.17800,35.82300,215113.62
2025-06-08 17:00:00,35.82400,36.21700,35.64100,35.91900,238540.18
2025-06-08 18:00:00,35.91300,36.32800,35.82700,36.16900,198921.59
2025-06-08 19:00:00,36.16900,36.21600,35.95000,35.98700,85759.50
2025-06-08 20:00:00,35.98700,36.06000,35.71500,35.82400,90528.78
2025-06-08 21:00:00,35.82300,36.07700,35.82000,35.85800,74516.32
2025-06-08 22:00:00,35.85900,35.88500,35.19600,35.26900,208976.82
2025-06-08 23:00:00,35.26800,35.46200,34.80000,34.98400,219357.18
2025-06-09 00:00:00,34.98700,35.09800,34.70600,34.99900,231442.06
2025-06-09 01:00:00,34.99600,35.20700,34.80900,34.98800,161543.65
2025-06-09 02:00:00,34.98900,35.43500,34.92600,35.32700,126054.86
2025-06-09 03:00:00,35.32800,35.59200,35.14100,35.49700,150759.16
2025-06-09 04:00:00,35.49600,35.66600,34.95100,35.10900,206048.70
2025-06-09 05:00:00,35.10600,35.14400,34.88600,35.02700,96926.71
2025-06-09 06:00:00,35.02300,35.29400,34.76100,35.23800,142846.15
2025-06-09 07:00:00,35.23700,35.31200,34.96500,35.04400,117861.07
2025-06-09 08:00:00,35.04600,35.46400,35.02000,35.45200,136307.53
2025-06-09 09:00:00,35.45000,35.64900,35.19700,35.24700,239034.32
2025-06-09 10:00:00,35.24200,36.64700,35.24200,36.47900,537196.92
2025-06-09 11:00:00,36.48200,37.67300,36.46400,37.42500,684055.16
2025-06-09 12:00:00,37.42600,37.49500,36.80600,36.92700,330093.02
2025-06-09 13:00:00,36.92800,36.93200,36.50000,36.61300,309390.40
2025-06-09 14:00:00,36.61600,37.74800,36.61400,37.42600,453316.04
2025-06-09 15:00:00,37.43300,37.75000,37.31700,37.66900,460128.46
2025-06-09 16:00:00,37.67000,38.11000,37.48700,37.84400,456477.89
2025-06-09 17:00:00,37.84800,38.24100,37.76600,38.09500,250913.40
2025-06-09 18:00:00,38.09400,38.23100,37.76800,37.86700,220938.82
2025-06-09 19:00:00,37.86900,38.02400,37.55500,37.68300,194903.12
2025-06-09 20:00:00,37.68200,38.00700,37.37100,37.99000,311361.74
2025-06-09 21:00:00,37.99000,38.58400,37.97500,38.48500,449327.31
2025-06-09 22:00:00,38.48700,39.16600,38.28800,38.61900,358353.99
2025-06-09 23:00:00,38.62200,38.95900,38.14000,38.84800,273239.61
2025-06-10 00:00:00,38.84800,39.20900,38.40400,38.73000,417180.61
2025-06-10 01:00:00,38.72900,39.37500,38.56200,39.34300,231265.78
2025-06-10 02:00:00,39.34300,39.46400,38.97800,39.16500,243866.70
2025-06-10 03:00:00,39.16600,39.32500,38.71300,39.19000,215055.83
2025-06-10 04:00:00,39.19000,39.66800,39.04900,39.53900,378717.66
2025-06-10 05:00:00,39.54200,39.59100,38.46600,38.95500,349744.49
2025-06-10 06:00:00,38.95700,39.43300,38.62400,39.24600,258305.71
2025-06-10 07:00:00,39.24900,39.50300,38.85500,39.09400,246463.54
2025-06-10 08:00:00,39.09400,39.41300,38.89100,39.16600,321763.77
2025-06-10 09:00:00,39.16600,41.54000,39.11400,40.93800,1075639.19
2025-06-10 10:00:00,40.93800,41.41800,40.23900,41.14400,591718.67
2025-06-10 11:00:00,41.14400,41.87500,40.82800,41.58000,649383.84
2025-06-10 12:00:00,41.58000,41.70100,40.86100,40.91900,432178.21
2025-06-10 13:00:00,40.92000,41.07700,40.35700,40.45600,468038.95
2025-06-10 14:00:00,40.45500,40.52300,39.66400,39.84300,458029.38
2025-06-10 15:00:00,39.84100,40.29100,39.53000,40.14900,358279.25
2025-06-10 16:00:00,40.15200,40.48900,39.76200,39.86600,243761.83
2025-06-10 17:00:00,39.86400,40.29500,39.72300,39.97500,168340.57
2025-06-10 18:00:00,39.97600,40.96200,39.81200,40.79400,297969.69
2025-06-10 19:00:00,40.78800,41.63500,40.72900,41.08900,506429.60
2025-06-10 20:00:00,41.08900,42.06200,40.82200,41.75200,358536.50
2025-06-10 21:00:00,41.75500,41.84500,41.10100,41.53000,232186.07
2025-06-10 22:00:00,41.53000,42.41100,41.45000,41.82600,402168.28
2025-06-10 23:00:00,41.82700,42.33000,41.73100,42.24100,219516.05
2025-06-11 00:00:00,42.24000,42.39600,41.17500,41.45200,288359.83
